Date,Open,High,Low,Close,Adj Close,Volume,CryptoName 
10/1/2017,"3,675,118,408","3,729,454,834","3,614,807,129","3,729,454,834","3,729,454,834",1023213117,ETH
10/2/2017,"3,722,738,770","3,810,612,793","3,727,718,506","3,758,690,430","3,758,690,430",1220467179,BTC
10/3/2017,"3,757,957,520","3,785,524,170","3,623,045,654","3,675,702,393","3,675,702,393",1096560504,BTC
10/4/2017,"3,677,311,523","3,701,573,486","3,579,984,619","3,597,924,072","3,597,924,072",950038322,BTC
10/5/2017,"3,598,366,455","3,727,477,783","3,536,648,438","3,695,389,893","3,695,389,893",991863727,ETH
10/6/2017,"3,692,017,334","3,770,092,285","3,689,606,934","3,725,228,027","3,725,228,027",911906561,BTC
10/7/2017,"3,723,983,643","3,787,505,127","3,682,817,627","3,773,024,902","3,773,024,902",772971959,ETH
10/8/2017,"3,775,394,043","3,942,148,438","3,754,913,574","3,926,486,084","3,926,486,084",1118949031,BTC
10/9/2017,"3,929,926,758","4,152,446,777","3,892,086,670","4,064,752,930","4,064,752,930",1676950569,ETH
10/10/2017,"4,068,322,021","4,168,151,367","4,033,093,506","4,048,416,992","4,048,416,992",1352133397,ETH
10/11/2017,"4,054,563,232","4,109,038,086","4,022,714,111","4,068,515,625","4,068,515,625",1030329542,ETH
10/12/2017,"4,071,128,906","4,604,708,984","4,066,453,125","4,604,708,984","4,604,708,984",2359971352,ETH
10/13/2017,"4,619,291,504","4,928,938,965","4,591,934,082","4,776,865,234","4,776,865,234",3058264307,BTC
10/14/2017,"4,773,751,953","4,937,997,070","4,729,859,863","4,932,998,047","4,932,998,047",1411800047,ETH
10/15/2017,"4,936,524,902","4,950,499,023","4,634,249,512","4,806,322,754","4,806,322,754",1672625644,BTC
10/16/2017,"4,814,262,695","4,893,451,172","4,704,463,379","4,854,663,086","4,854,663,086",1702619990,ETH
10/17/2017,"4,868,221,191","4,930,174,316","4,649,719,727","4,762,540,039","4,762,540,039",1547638104,ETH
10/18/2017,"4,761,104,492","4,758,274,414","4,378,242,188","4,740,283,203","4,740,283,203",2034313963,ETH
10/19/2017,"4,734,390,625","4,848,371,094","4,684,560,059","4,818,129,883","4,818,129,883",1502819068,BTC
10/20/2017,"4,817,783,691","5,147,027,344","4,760,770,020","5,101,799,316","5,101,799,316",1998158323,BTC
10/21/2017,"5,089,357,422","5,257,472,656","5,062,437,500","5,118,900,391","5,118,900,391",1873122213,ETH
10/22/2017,"5,123,194,336","5,156,801,758","4,915,844,727","5,111,808,594","5,111,808,594",1731010733,BTC
10/23/2017,"5,109,750,000","5,163,244,629","4,879,943,848","5,045,363,281","5,045,363,281",2043423624,ETH
10/24/2017,"5,049,787,109","5,049,357,910","4,679,231,445","4,700,323,242","4,700,323,242",2326671175,ETH
10/25/2017,"4,698,588,379","4,869,535,645","4,590,424,316","4,866,136,230","4,866,136,230",1664401719,BTC
10/26/2017,"4,863,725,098","5,076,700,684","4,837,422,852","5,074,622,070","5,074,622,070",1637194912,BTC
10/27/2017,"5,070,247,559","5,149,974,121","4,941,619,629","4,980,099,609","4,980,099,609",1473234018,BTC
10/28/2017,"4,986,061,035","5,062,646,484","4,901,094,238","4,956,142,090","4,956,142,090",1209441764,BTC
10/29/2017,"4,957,305,176","5,389,136,719","4,931,581,543","5,302,757,324","5,302,757,324",2463627747,BTC
10/30/2017,"5,269,151,367","5,340,715,332","5,201,799,805","5,262,708,984","5,262,708,984",1521289395,BTC
10/31/2017,"5,263,988,281","5,554,017,090","5,246,565,918","5,551,797,852","5,551,797,852",1983846853,BTC
11/1/2017,"5,528,255,371","5,820,340,820","5,483,989,746","5,820,340,820","5,820,340,820",2468667866,ETH
11/2/2017,"5,829,336,914","6,323,345,703","5,811,953,125","6,071,796,387","6,071,796,387",3991911340,ETH
11/3/2017,"6,079,541,992","6,405,640,625","6,007,497,559","6,209,838,867","6,209,838,867",2903299816,ETH
11/4/2017,"6,172,551,270","6,455,466,309","6,057,792,480","6,358,188,965","6,358,188,965",2139915623,ETH
11/5/2017,"6,379,357,422","6,562,832,520","6,317,902,832","6,377,451,660","6,377,451,660",2049427561,ETH
11/6/2017,"6,373,844,238","6,427,632,813","6,037,141,602","6,048,888,672","6,048,888,672",2680361674,ETH
11/7/2017,"6,049,181,641","6,249,629,395","6,049,181,641","6,159,479,004","6,159,479,004",2005638500,BTC
11/8/2017,"6,156,892,578","6,709,594,238","6,134,891,602","6,434,650,391","6,434,650,391",3969809423,ETH
11/9/2017,"6,423,557,617","6,424,111,328","6,106,208,008","6,133,934,570","6,133,934,570",2770264455,ETH
11/10/2017,"6,159,823,242","6,275,317,383","5,518,578,613","5,674,475,098","5,674,475,098",4465617642,BTC
11/11/2017,"5,674,877,930","5,893,123,535","5,319,574,707","5,451,084,473","5,451,084,473",4208762919,ETH
11/12/2017,"5,397,796,387","5,680,399,414","4,732,066,895","5,102,976,074","5,102,976,074",7682118257,BTC
11/13/2017,"5,092,838,867","5,835,995,117","5,016,558,105","5,624,187,988","5,624,187,988",5370187705,BTC
11/14/2017,"5,625,894,043","5,796,897,949","5,494,685,547","5,628,764,160","5,628,764,160",2711943351,BTC
11/15/2017,"5,627,924,316","6,227,523,438","5,626,492,188","6,209,081,543","6,209,081,543",3565506814,BTC
11/16/2017,"6,215,617,188","6,770,376,953","6,089,071,777","6,683,384,277","6,683,384,277",4350322459,ETH
11/17/2017,"6,667,999,512","6,788,728,516","6,415,858,887","6,536,920,410","6,536,920,410",3944433152,ETH
11/18/2017,"6,526,931,152","6,686,161,621","6,328,703,613","6,605,740,723","6,605,740,723",3109632847,ETH
11/19/2017,"6,585,287,598","6,874,181,152","6,524,293,945","6,848,308,594","6,848,308,594",2683698284,BTC
11/20/2017,"6,850,506,836","7,106,086,426","6,774,060,547","6,987,593,262","6,987,593,262",2972435283,ETH
11/21/2017,"6,991,939,453","7,113,718,750","6,613,879,395","6,875,008,301","6,875,008,301",3643620089,BTC
11/22/2017,"6,880,707,031","7,066,354,492","6,880,938,965","6,986,245,117","6,986,245,117",3075613773,ETH
11/23/2017,"6,968,325,684","6,995,600,098","6,784,344,727","6,784,344,727","6,784,344,727",3565853578,BTC
11/24/2017,"6,814,094,238","7,069,784,668","6,702,903,809","6,918,433,105","6,918,433,105",4240243232,ETH
11/25/2017,"6,908,390,625","7,368,750,977","6,866,009,766","7,368,750,977","7,368,750,977",3639614444,ETH
11/26/2017,"7,367,175,293","7,985,685,059","7,355,900,879","7,823,048,340","7,823,048,340",4590911297,ETH
11/27/2017,"7,841,636,230","8,247,941,406","7,842,951,660","8,247,941,406","8,247,941,406",4749092903,ETH
11/28/2017,"8,252,208,984","8,510,421,875","8,196,918,945","8,489,871,094","8,489,871,094",5358558379,ETH
11/29/2017,"8,505,571,289","9,720,145,508","8,096,668,945","8,343,411,133","8,343,411,133",9761052771,ETH
11/30/2017,"8,358,750,000","9,118,615,234","7,735,415,039","8,601,109,375","8,601,109,375",6984946875,ETH
12/1/2017,"8,571,692,383","9,279,042,969","8,138,558,105","9,231,726,563","9,231,726,563",5705374608,BTC
12/2/2017,"9,233,998,047","9,521,575,195","9,172,427,734","9,314,997,070","9,314,997,070",4322062491,ETH
12/3/2017,"9,321,810,547","10,004,808,594","9,154,656,250","9,550,607,422","9,550,607,422",5573810526,BTC
12/4/2017,"9,544,028,320","9,823,207,031","9,341,481,445","9,823,207,031","9,823,207,031",5167615957,BTC
12/5/2017,"9,847,223,633","10,161,303,711","9,777,234,375","10,073,288,086","10,073,288,086",5828622282,ETH
12/6/2017,"10,078,952,148","12,176,170,898","10,080,656,250","12,107,336,914","12,107,336,914",10722043402,ETH
12/7/2017,"12,085,818,359","15,205,317,383","11,917,005,859","15,205,317,383","15,205,317,383",15248640435,ETH
12/8/2017,"15,123,088,867","15,603,979,492","12,217,213,867","14,084,834,961","14,084,834,961",17966677130,BTC
12/9/2017,"14,045,648,438","14,266,406,250","11,624,363,281","12,902,244,141","12,902,244,141",11825314601,ETH
12/10/2017,"12,893,914,063","13,473,818,359","11,243,284,180","13,134,529,297","13,134,529,297",11416078837,BTC
12/11/2017,"13,110,733,398","14,866,225,586","13,090,414,063","14,383,695,313","14,383,695,313",10321783467,ETH
12/12/2017,"14,369,257,813","15,160,542,969","14,075,936,523","14,832,978,516","14,832,978,516",12438292779,ETH
12/13/2017,"14,905,033,203","15,031,589,844","13,626,455,078","13,862,959,961","13,862,959,961",10963923704,BTC
12/14/2017,"13,843,020,508","14,450,102,539","13,678,611,328","14,068,286,133","14,068,286,133",11701545616,BTC
12/15/2017,"14,099,966,797","15,390,046,875","14,101,164,063","15,067,137,695","15,067,137,695",12176650456,ETH
12/16/2017,"15,112,577,148","16,777,314,453","14,904,102,539","16,590,708,984","16,590,708,984",10841218353,BTC
12/17/2017,"16,572,328,125","17,094,111,328","16,157,795,898","16,299,753,906","16,299,753,906",11338329163,BTC
12/18/2017,"16,270,458,984","16,432,812,500","15,618,055,664","16,221,844,727","16,221,844,727",12593991153,BTC
12/19/2017,"16,225,325,195","16,270,298,828","14,593,174,805","15,019,177,734","15,019,177,734",14273825482,BTC
12/20/2017,"15,005,323,242","15,146,270,508","13,544,819,336","13,997,305,664","13,997,305,664",18649237673,BTC
12/21/2017,"14,012,292,969","14,800,083,984","12,928,878,906","13,333,530,273","13,333,530,273",13935706892,ETH
12/22/2017,"13,413,769,531","13,478,231,445","9,983,968,750","11,665,513,672","11,665,513,672",18721430055,BTC
12/23/2017,"11,764,105,469","13,159,484,375","11,662,983,398","12,397,065,430","12,397,065,430",11036518620,BTC
12/24/2017,"12,320,317,383","12,335,329,102","10,751,202,148","11,753,713,867","11,753,713,867",9767302309,BTC
12/25/2017,"11,812,879,883","12,289,876,953","11,343,539,063","11,815,853,516","11,815,853,516",8983826050,ETH
12/26/2017,"11,824,277,344","13,869,070,313","11,823,767,578","13,579,453,125","13,579,453,125",11348093927,ETH
12/27/2017,"13,633,181,641","14,249,201,172","12,703,227,539","13,310,782,227","13,310,782,227",10494663525,ETH
12/28/2017,"13,332,296,875","13,354,963,867","11,660,084,961","12,234,274,414","12,234,274,414",10332942216,BTC
12/29/2017,"12,309,071,289","12,786,843,750","11,941,407,227","12,217,572,266","12,217,572,266",10858202868,ETH
12/30/2017,"12,238,997,070","12,238,997,070","10,295,181,641","10,797,099,609","10,797,099,609",12047849123,BTC
12/31/2017,"10,751,666,992","11,979,170,898","10,627,895,508","11,795,034,180","11,795,034,180",10111897617,BTC
1/1/2018,"11,758,207,031","11,758,207,031","10,961,336,914","11,372,470,703","11,372,470,703",8569572820,ETH
1/2/2018,"11,345,657,227","12,820,287,109","10,956,883,789","12,421,938,477","12,421,938,477",13967830356,ETH
1/3/2018,"12,418,705,078","12,935,293,945","12,340,593,750","12,656,952,148","12,656,952,148",14048209958,ETH
1/4/2018,"12,714,987,305","13,043,589,844","12,043,623,047","12,928,228,516","12,928,228,516",18053372902,ETH
1/5/2018,"12,827,118,164","14,719,986,328","12,591,353,516","14,490,771,484","14,490,771,484",19821166505,ETH
1/6/2018,"14,517,875,000","14,725,972,656","13,937,977,539","14,571,832,031","14,571,832,031",15226638218,BTC
1/7/2018,"14,572,082,031","14,615,563,477","13,377,432,617","13,689,125,000","13,689,125,000",13181025491,BTC
1/8/2018,"13,687,961,914","13,732,375,977","11,880,759,766","12,674,492,188","12,674,492,188",15384660186,ETH
1/9/2018,"12,635,725,586","12,950,196,289","12,089,514,648","12,237,277,344","12,237,277,344",13968306988,ETH
1/10/2018,"12,231,491,211","12,524,717,773","11,462,827,148","12,524,717,773","12,524,717,773",15475366384,ETH
1/11/2018,"12,520,452,148","12,563,828,125","10,970,034,180","11,133,460,938","11,133,460,938",13731500679,ETH
1/12/2018,"11,173,408,203","11,736,968,750","10,911,435,547","11,465,146,484","11,465,146,484",9894784189,ETH
1/13/2018,"11,442,020,508","12,021,896,484","11,442,020,508","11,776,447,266","11,776,447,266",10467114870,BTC
1/14/2018,"11,785,139,648","11,900,770,508","10,880,760,742","11,297,785,156","11,297,785,156",9092780627,ETH
1/15/2018,"11,293,929,688","11,788,395,508","11,186,305,664","11,267,671,875","11,267,671,875",10396086320,BTC
1/16/2018,"11,280,961,914","11,287,589,844","8,316,257,813","9,364,710,938","9,364,710,938",15365770119,ETH
1/17/2018,"9,316,299,805","9,523,731,445","7,688,519,043","9,186,796,875","9,186,796,875",15461532303,ETH
1/18/2018,"9,195,171,875","9,894,818,359","8,958,981,445","9,380,283,203","9,380,283,203",12278590383,ETH
1/19/2018,"9,343,415,039","9,786,844,727","9,112,642,578","9,498,691,406","9,498,691,406",8789198141,ETH
1/20/2018,"9,538,625,000","10,722,585,938","9,538,625,000","10,555,810,547","10,555,810,547",9657692596,BTC
1/21/2018,"10,547,626,953","10,553,110,352","9,199,836,914","9,464,833,008","9,464,833,008",8106380366,BTC
1/22/2018,"9,491,758,789","9,777,269,531","8,351,847,656","8,919,223,633","8,919,223,633",8597748303,ETH
1/23/2018,"8,929,912,109","9,262,883,789","8,278,604,492","8,831,072,266","8,831,072,266",7849686793,BTC
1/24/2018,"8,859,510,742","9,282,808,594","8,638,304,688","9,167,460,938","9,167,460,938",8022750345,BTC
1/25/2018,"9,217,739,258","9,477,844,727","8,855,129,883","9,086,756,836","9,086,756,836",7160979679,BTC
1/26/2018,"9,084,012,695","9,380,140,625","8,413,934,570","8,995,410,156","8,995,410,156",7847813473,ETH
1/27/2018,"8,998,228,516","9,352,524,414","8,848,700,195","9,212,255,859","9,212,255,859",6106183983,ETH
1/28/2018,"9,240,116,211","9,695,063,477","9,240,116,211","9,482,902,344","9,482,902,344",6718448841,BTC
1/29/2018,"9,458,122,070","9,558,595,703","9,021,304,688","9,124,717,773","9,124,717,773",5741001409,ETH
1/30/2018,"9,133,118,164","9,137,131,836","8,096,974,609","8,144,986,816","8,144,986,816",6961524694,BTC
1/31/2018,"8,146,518,555","8,347,350,586","7,870,417,480","8,232,200,195","8,232,200,195",6476449897,BTC
2/1/2018,"8,245,248,047","8,279,391,602","7,090,096,191","7,331,153,809","7,331,153,809",7961787871,ETH
2/2/2018,"7,308,562,012","7,309,730,957","6,242,685,547","7,087,279,297","7,087,279,297",10214205226,BTC
2/3/2018,"7,104,430,176","7,568,820,313","6,622,496,094","7,363,491,211","7,363,491,211",5829687063,ETH
2/4/2018,"7,364,125,488","7,491,870,117","6,458,041,504","6,650,337,402","6,650,337,402",5683392113,BTC
2/5/2018,"6,645,139,160","6,717,128,418","5,450,254,395","5,624,965,820","5,624,965,820",7509332781,ETH
2/6/2018,"5,702,992,188","6,342,462,402","4,879,596,191","6,263,833,984","6,263,833,984",11309314420,BTC
2/7/2018,"6,265,037,598","6,896,110,352","5,840,831,543","6,211,834,473","6,211,834,473",7473534925,BTC
2/8/2018,"6,225,332,031","6,995,316,406","6,223,303,223","6,741,916,504","6,741,916,504",7623776887,ETH
2/9/2018,"6,747,014,648","7,142,140,625","6,432,297,363","7,142,140,625","7,142,140,625",5546325696,BTC
2/10/2018,"7,128,325,195","7,457,328,613","6,781,222,656","7,048,066,895","7,048,066,895",6360631289,BTC
2/11/2018,"7,043,350,098","7,043,350,098","6,483,364,746","6,636,710,449","6,636,710,449",4997705979,BTC
2/12/2018,"6,646,065,430","7,302,657,227","6,644,438,477","7,257,964,355","7,257,964,355",5086950002,BTC
2/13/2018,"7,258,085,938","7,285,085,449","6,862,043,457","6,961,630,371","6,961,630,371",4612355171,BTC
2/14/2018,"6,962,934,082","7,636,826,172","6,961,806,641","7,615,809,570","7,615,809,570",6344605682,ETH
2/15/2018,"7,610,748,535","8,187,839,844","7,514,660,645","8,132,469,727","8,132,469,727",7249452274,ETH
2/16/2018,"8,107,911,621","8,301,785,156","7,880,661,133","8,249,819,336","8,249,819,336",5881628169,BTC
2/17/2018,"8,228,537,109","8,979,846,680","8,181,701,172","8,958,243,164","8,958,243,164",6981765727,ETH
2/18/2018,"8,966,868,164","9,149,375,000","8,324,062,500","8,501,973,633","8,501,973,633",7045370823,BTC
2/19/2018,"8,502,618,164","9,088,109,375","8,465,416,016","9,054,121,094","9,054,121,094",6172035696,ETH
2/20/2018,"9,059,364,258","9,693,985,352","9,060,094,727","9,245,743,164","9,245,743,164",8048111146,BTC
2/21/2018,"9,220,204,102","9,256,242,188","8,532,079,102","8,706,247,070","8,706,247,070",7659695128,ETH
2/22/2018,"8,681,814,453","8,984,373,047","8,085,819,824","8,117,646,973","8,117,646,973",6523391377,BTC
2/23/2018,"8,062,531,738","8,522,795,898","7,922,649,414","8,379,646,484","8,379,646,484",6295859458,BTC
2/24/2018,"8,368,747,070","8,620,515,625","7,766,183,594","7,982,648,926","7,982,648,926",5627535983,ETH
2/25/2018,"7,969,104,492","8,072,252,441","7,652,371,094","7,865,817,871","7,865,817,871",4644697570,ETH
2/26/2018,"7,869,642,578","8,500,365,234","7,713,069,824","8,419,313,477","8,419,313,477",5918695882,ETH
2/27/2018,"8,441,403,320","8,847,186,523","8,312,590,820","8,772,779,297","8,772,779,297",5697840537,ETH
2/28/2018,"8,741,371,094","9,074,379,883","8,525,223,633","8,529,861,328","8,529,861,328",5690065588,ETH
3/1/2018,"8,519,278,320","9,012,720,703","8,496,265,625","8,924,292,969","8,924,292,969",5963067186,BTC
3/2/2018,"8,945,807,617","9,116,760,742","8,810,474,609","9,000,893,555","9,000,893,555",6187050483,ETH
3/3/2018,"9,013,477,539","9,359,584,961","8,932,695,313","9,328,327,148","9,328,327,148",5431980385,ETH
3/4/2018,"9,334,578,125","9,346,918,945","9,041,243,164","9,346,918,945","9,346,918,945",4939636080,ETH
3/5/2018,"9,362,994,141","9,495,456,055","9,285,865,234","9,381,728,516","9,381,728,516",5243628327,ETH
3/6/2018,"9,322,389,648","9,323,145,508","8,623,740,234","8,682,964,844","8,682,964,844",5503157458,BTC
3/7/2018,"8,702,295,898","8,805,591,797","7,808,668,945","8,029,626,953","8,029,626,953",7088800271,BTC
3/8/2018,"8,018,242,188","8,195,284,180","7,533,180,176","7,635,115,723","7,635,115,723",5839975607,ETH
3/9/2018,"7,651,109,863","7,691,841,797","6,912,171,387","7,588,418,945","7,588,418,945",7073702124,BTC
3/10/2018,"7,599,016,602","7,745,892,090","7,174,701,172","7,205,201,172","7,205,201,172",4377342440,BTC
3/11/2018,"7,194,457,520","7,889,431,152","6,994,815,430","7,782,442,383","7,782,442,383",5115672876,BTC
3/12/2018,"7,802,185,547","8,072,705,078","7,259,223,145","7,460,788,086","7,460,788,086",5233749237,BTC
3/13/2018,"7,434,787,109","7,680,139,160","7,244,795,898","7,419,389,648","7,419,389,648",4834293424,ETH
3/14/2018,"7,435,367,188","7,548,692,383","6,524,817,871","6,683,214,355","6,683,214,355",5203030561,BTC
3/15/2018,"6,700,145,508","6,834,535,645","6,291,366,699","6,745,376,465","6,745,376,465",5553737975,BTC
3/16/2018,"6,763,294,434","6,987,750,488","6,507,853,027","6,786,318,359","6,786,318,359",4304858664,BTC
3/17/2018,"6,772,938,965","6,792,976,563","6,358,606,445","6,443,297,852","6,443,297,852",3602303156,ETH
3/18/2018,"6,421,844,238","6,712,944,336","6,020,989,746","6,696,807,617","6,696,807,617",5406506528,ETH
3/19/2018,"6,794,886,230","7,047,250,488","6,656,687,012","6,996,312,012","6,996,312,012",5454855720,ETH
3/20/2018,"6,987,410,645","7,393,415,527","6,798,387,207","7,278,083,984","7,278,083,984",5194570060,ETH
3/21/2018,"7,297,689,453","7,470,386,719","7,209,135,254","7,233,114,746","7,233,114,746",4895204420,BTC
3/22/2018,"7,241,345,215","7,366,013,672","6,962,767,578","7,083,072,266","7,083,072,266",4487860112,BTC
3/23/2018,"7,089,385,742","7,189,393,555","6,779,614,258","7,189,393,555","7,189,393,555",4820759608,BTC
3/24/2018,"7,207,473,145","7,283,766,113","7,016,193,359","7,018,152,344","7,018,152,344",4586349335,BTC
3/25/2018,"6,973,370,117","7,031,675,293","6,840,822,266","6,878,060,547","6,878,060,547",3699708601,BTC
3/26/2018,"6,880,237,793","6,896,337,891","6,364,127,930","6,590,719,727","6,590,719,727",4753564444,ETH
3/27/2018,"6,583,172,852","6,613,737,305","6,265,391,602","6,313,403,809","6,313,403,809",4334851487,ETH
3/28/2018,"6,316,458,496","6,553,360,352","6,292,643,066","6,461,278,320","6,461,278,320",4008845631,BTC
3/29/2018,"6,481,252,441","6,491,011,719","5,757,219,238","5,824,825,195","5,824,825,195",5170890769,ETH
3/30/2018,"5,829,499,512","5,904,941,895","5,426,148,926","5,592,500,488","5,592,500,488",5104707319,ETH
3/31/2018,"5,594,091,309","5,850,052,734","5,570,586,914","5,659,873,047","5,659,873,047",3695535882,ETH
4/1/2018,"5,683,840,820","5,730,825,684","5,297,354,004","5,558,991,211","5,558,991,211",3681042963,ETH
4/2/2018,"5,559,502,930","5,784,265,625","5,534,286,133","5,762,466,309","5,762,466,309",3525128122,BTC
4/3/2018,"5,777,482,910","6,141,689,941","5,750,927,246","6,073,234,375","6,073,234,375",4479677628,ETH
4/4/2018,"6,073,479,004","6,085,441,895","5,538,814,453","5,578,577,148","5,578,577,148",4017580986,ETH
4/5/2018,"5,574,353,027","5,653,338,867","5,411,515,625","5,561,291,992","5,561,291,992",4604278302,ETH
4/6/2018,"5,564,957,520","5,602,524,902","5,371,292,969","5,403,729,004","5,403,729,004",3067185174,BTC
4/7/2018,"5,398,998,047","5,741,014,648","5,398,998,047","5,627,464,844","5,627,464,844",3238018116,ETH
4/8/2018,"5,634,704,102","5,790,701,172","5,634,704,102","5,724,140,137","5,724,140,137",2976772590,BTC
4/9/2018,"5,741,091,797","5,844,890,137","5,407,898,438","5,496,614,746","5,496,614,746",3973096308,BTC
4/10/2018,"5,516,674,805","5,562,902,832","5,439,472,656","5,529,293,457","5,529,293,457",3456637877,ETH
4/11/2018,"5,536,340,332","5,633,241,699","5,511,835,938","5,633,241,699","5,633,241,699",3752538231,ETH
4/12/2018,"5,622,780,762","6,407,032,227","5,516,704,102","6,398,937,500","6,398,937,500",7223822078,ETH
4/13/2018,"6,408,540,527","6,644,981,934","6,295,789,063","6,404,379,883","6,404,379,883",6297720847,ETH
4/14/2018,"6,387,111,816","6,602,895,508","6,363,857,422","6,477,605,957","6,477,605,957",4210747136,ETH
4/15/2018,"6,488,223,145","6,763,257,324","6,488,223,145","6,754,610,840","6,754,610,840",4253085719,ETH
4/16/2018,"6,761,471,191","6,784,852,051","6,397,909,180","6,507,849,609","6,507,849,609",4547613522,BTC
4/17/2018,"6,518,339,844","6,709,822,754","6,372,156,250","6,387,591,797","6,387,591,797",5578271661,BTC
4/18/2018,"6,421,817,383","6,622,878,906","6,377,170,898","6,595,637,207","6,595,637,207",5275842094,ETH
4/19/2018,"6,592,284,180","6,723,942,871","6,577,854,980","6,720,937,988","6,720,937,988",5723369244,BTC
4/20/2018,"6,714,917,480","7,227,926,270","6,681,692,383","7,199,926,758","7,199,926,758",6868069517,BTC
4/21/2018,"7,202,335,938","7,323,433,594","7,042,284,180","7,240,419,922","7,240,419,922",6144025838,ETH
4/22/2018,"7,264,414,551","7,326,745,605","7,151,849,609","7,172,799,805","7,172,799,805",5402460704,ETH
4/23/2018,"7,166,223,633","7,322,067,871","7,163,427,734","7,315,596,191","7,315,596,191",5672665583,BTC
4/24/2018,"7,318,430,176","7,953,428,223","7,313,697,266","7,925,384,277","7,925,384,277",8727362197,ETH
4/25/2018,"7,928,269,043","7,972,284,180","7,230,764,160","7,269,077,148","7,269,077,148",9107650719,BTC
4/26/2018,"7,286,811,035","7,665,601,074","7,170,396,484","7,665,601,074","7,665,601,074",7408787156,BTC
4/27/2018,"7,673,133,301","7,756,014,160","7,410,166,504","7,410,166,504","7,410,166,504",6238695515,ETH
4/28/2018,"7,370,769,531","7,760,627,930","7,364,767,578","7,708,179,688","7,708,179,688",6435916834,ETH
4/29/2018,"7,706,472,656","7,859,078,125","7,580,565,430","7,769,595,215","7,769,595,215",7302648018,ETH
4/30/2018,"7,775,394,043","7,816,842,285","7,571,495,605","7,650,095,215","7,650,095,215",7180991804,BTC
5/1/2018,"7,659,135,254","7,664,690,430","7,391,960,449","7,605,512,695","7,605,512,695",6432877318,BTC
5/2/2018,"7,593,494,141","7,742,801,758","7,515,748,047","7,728,803,223","7,728,803,223",6324819977,ETH
5/3/2018,"7,727,171,387","8,175,494,629","7,667,654,297","8,128,011,719","8,128,011,719",8514597584,ETH
5/4/2018,"8,087,670,898","8,175,221,680","8,001,636,230","8,112,359,863","8,112,359,863",6872244429,ETH
5/5/2018,"8,111,958,984","8,332,915,039","8,107,643,555","8,243,979,492","8,243,979,492",6399013079,ETH
5/6/2018,"8,233,241,211","8,312,543,945","7,915,412,109","8,077,302,734","8,077,302,734",6042232236,ETH
5/7/2018,"8,069,664,551","8,081,813,965","7,743,272,949","7,854,696,777","7,854,696,777",6196279092,BTC
5/8/2018,"7,861,283,691","7,935,885,742","7,689,780,762","7,781,933,594","7,781,933,594",6249153073,ETH
5/9/2018,"7,772,588,379","7,907,186,035","7,619,691,406","7,872,007,324","7,872,007,324",6100700861,BTC
5/10/2018,"7,872,666,016","7,881,922,852","7,588,147,949","7,592,293,945","7,592,293,945",5798102565,ETH
5/11/2018,"7,599,865,723","7,599,227,539","7,029,358,398","7,068,740,723","7,068,740,723",7108122753,ETH
5/12/2018,"7,068,699,219","7,255,786,621","6,886,200,195","7,121,830,078","7,121,830,078",5712091857,BTC
5/13/2018,"7,130,707,031","7,346,186,035","7,029,911,133","7,299,146,973","7,299,146,973",4908282945,ETH
5/14/2018,"7,290,076,660","7,446,231,445","6,999,556,641","7,306,613,770","7,306,613,770",6172799464,BTC
5/15/2018,"7,296,890,625","7,412,911,621","7,157,384,766","7,201,201,660","7,201,201,660",5674149670,BTC
5/16/2018,"7,196,149,902","7,192,856,445","6,911,395,996","7,085,023,926","7,085,023,926",5723179953,BTC
5/17/2018,"7,086,056,152","7,140,897,949","6,830,156,250","6,865,993,652","6,865,993,652",4972881540,BTC
5/18/2018,"6,863,881,836","7,028,047,363","6,755,459,473","7,007,192,871","7,007,192,871",4895278308,BTC
5/19/2018,"7,011,235,840","7,110,029,297","6,949,766,602","7,003,974,121","7,003,974,121",4002038108,BTC
5/20/2018,"7,003,813,477","7,276,629,883","6,968,356,934","7,236,081,543","7,236,081,543",4412290666,BTC
5/21/2018,"7,243,799,316","7,301,014,648","7,110,174,316","7,142,606,445","7,142,606,445",4373453873,ETH
5/22/2018,"7,143,353,027","7,143,795,898","6,793,906,250","6,824,320,801","6,824,320,801",4359309382,BTC
5/23/2018,"6,820,332,520","6,835,831,543","6,429,080,078","6,454,709,961","6,454,709,961",5543701536,BTC
5/24/2018,"6,457,528,320","6,612,492,676","6,248,308,105","6,473,287,109","6,473,287,109",5161010235,BTC
5/25/2018,"6,477,519,043","6,544,595,703","6,318,504,395","6,420,721,191","6,420,721,191",4178394644,ETH
5/26/2018,"6,426,163,086","6,519,450,684","6,308,257,813","6,314,060,059","6,314,060,059",3477716711,BTC
5/27/2018,"6,319,381,836","6,336,257,813","6,241,167,480","6,304,089,844","6,304,089,844",3470670719,BTC
5/28/2018,"6,306,733,398","6,332,949,219","6,109,869,141","6,139,014,160","6,139,014,160",4336373076,BTC
5/29/2018,"6,133,396,484","6,524,854,492","6,102,134,277","6,477,626,465","6,477,626,465",4908685936,ETH
5/30/2018,"6,475,147,461","6,564,765,625","6,275,075,195","6,350,986,328","6,350,986,328",4221008431,ETH
5/31/2018,"6,350,668,945","6,516,700,684","6,316,939,941","6,411,301,270","6,411,301,270",4386286348,BTC
6/1/2018,"6,416,887,695","6,505,885,742","6,344,073,242","6,467,795,898","6,467,795,898",4220806367,ETH
6/2/2018,"6,463,739,258","6,600,197,266","6,429,896,973","6,555,274,414","6,555,274,414",4236106209,ETH
